restaurant name,locality,feature,review,sentiment
the 29,Cumballa Hill,food,"Sweet gestures , indeed ! Small things , which eventually play a great role in ensuring greater success , something which Team 29 seems geared for ! I will certainly be back for more great food and also to explore some other parts of India on my plate",1
the 29,Cumballa Hill,food,This place has some really good indian food concepts.The food is not oily like typical other indian places.The only drawback was that they only accept cash,1
the 29,Cumballa Hill,food,We three of us had dinner at 29 states The food was very delicious and the service was prompt Here they serve food of all the states of India One need not visit the various states to have the food,1
the 29,Cumballa Hill,food,It is purely vegetarian restaurant.The place is neat and clean Here the management gives you a copy of the recipe of various food served here,1
the 29,Cumballa Hill,food,"The depth of the idea lured me but I was in for a rude shock.IThe food is special & they rotate the menu , introduce new dishes..",1
the 29,Cumballa Hill,food,The food was very unusual from the 29 states of India and hence the name.We started with the appetizer platter of four different items - very good,1
the 29,Cumballa Hill,food,"All the food was hot , very delicious and the quantity was quite adequate for the four of us",1
the 29,Cumballa Hill,service,Pathetic staff service.I am right now sitting with my family in this restaurant.I was walking since 15 mins behind a person from staff to give my zomato gold id.Delaying the process of taking orders and serving very late too.About food.1 ) Found plastic in food too.2 ) Burned kulchaRuined my evening,-1
the 29,Cumballa Hill,service,The vegetarian restaurant serving local made cuisine from various states as per order and choice of plenty of Moctails juices and fresh lassi made to order book in advance and sit far away from the kitchen as it is very noisy.Good foof as per order good service and plenty to choose from various states as per liking .,1
the 29,Cumballa Hill,service,Portions are generous and good value for money with exceptional service,1
the 29,Cumballa Hill,service,The staff was friendly with a quick service .,1
the 29,Cumballa Hill,service,A special thanks to the staff for their superb service .,1
the 29,Cumballa Hill,service,The service is nice and the best thing is that they share the recipes of all the items in their menu,1
the 29,Cumballa Hill,service,We three of us had dinner at 29 states The food was very delicious and the service was prompt Here they serve food of all the states of India One need not visit the various states to have the food,1
the 29,Cumballa Hill,service,On the appointed day and time when we arrived there was no manager to check our booking but fortunately some empty tables were available so we did not have to wait.The waiters were prompt efficient and the service was quick,1
the 29,Cumballa Hill,restaurant,"This , one of the three outlets , located in Kemp is Corner , only stone is throw away from the Cambala Hill Hospital , is a good Family restaurant",1
the 29,Cumballa Hill,restaurant,Pathetic staff service.I am right now sitting with my family in this restaurant.I was walking since 15 mins behind a person from staff to give my zomato gold id.Delaying the process of taking orders and serving very late too.About food.1 ) Found plastic in food too.2 ) Burned kulchaRuined my evening,-1
the 29,Cumballa Hill,restaurant,The vegetarian restaurant serving local made cuisine from various states as per order and choice of plenty of Moctails juices and fresh lassi made to order book in advance and sit far away from the kitchen as it is very noisy.Good foof as per order good service and plenty to choose from various states as per liking .,1
the 29,Cumballa Hill,restaurant,the speciality of this restaurant is that it serves authentic food from almost all the states and the experience was unique ! We thoroughly enjoyed the dinner with family .,1
the 29,Cumballa Hill,restaurant,"First of all , a correction : the name of the restaurant is simply '29 ' and not 'The 29'.We had a thoroughly good dining experience at 29 , serving a variety of cuisines from the various corners of India",1
the 29,Cumballa Hill,restaurant,It is become one of my favorite restaurant.What better place for a foodie,1
the 29,Cumballa Hill,restaurant,"every 24th of April & 24th of November the menu changes ! ! ! More new dishes from across the Indian sub-continent are introduced ! Moreover- they distribute xeroxed copies of recipes to any one interested specially on these two days & you can take away photocopied sheets of recipes from the restaurant after a meal there too ! ! ! How is that for a novelty ! ! ! ! ! Of course one will need to visit the restaurant several times to try everything on the menu ! ! We had Stuffed Tandoori Kumbh for starters , Mains- Hyderabadi Mirchi ka salan & Litti Chokha & Baingan Bharta followed by Mawa Jalebi with Kesar Rabdi & Shatoot ka Ras Shikanji as beverages ! ! ! Everything was excellent ! To keep in mind : mains portions are large so place your orders judiciously ! Restaurant is noisy ! Vegetarian food only with options for Jains & is wheelchair accessible !",1
the 29,Cumballa Hill,restaurant,It is purely vegetarian restaurant.The place is neat and clean Here the management gives you a copy of the recipe of various food served here,1
the 29,Cumballa Hill,restaurant,The restaurant is newly opened by a young person who also introduced himself and he has been to all the states of India as has been told by him.The atmosphere and the decor is fine here On must visit this restaurant with family and friends and you will not regret for it,1
the 29,Cumballa Hill,atmosphere,The restaurant is newly opened by a young person who also introduced himself and he has been to all the states of India as has been told by him.The atmosphere and the decor is fine here On must visit this restaurant with family and friends and you will not regret for it,1
right place,Cumballa Hill,sandwich,This place has been there for over 30 years and has.to our amusement adapted to the changing times pretty well keeping the menu pretty much intact.The sandwiches are just too good and the ice creams have some really good variety.Over all it.is the right place for everyone ... ..as it has something for everyone .,1
right place,Cumballa Hill,sandwich,Have been eating the grilled sandwich from this place since ages ! ! It is huge and delicious,1
right place,Cumballa Hill,sandwich,This was covered with a generous covering of grated cheese and cooked in oven to perfection ! A crispy base with veggies in every cheesy bite ! I totally lovvvved it ! Must have ! Finally we tried the famous veg grill sandwich - this was HUGE ! By this time we were quite full too,1
right place,Cumballa Hill,sandwich,Good old sandwiches are still as good as they were when I was in college and that is only 20 years back,1
right place,Cumballa Hill,sandwich,The sandwiches were lousy so was the chaat The worse part was the service they such `` we do not care '' attitude Should be rename WRONG PLACE ... .,-1
right place,Cumballa Hill,sandwich,"The place is good and is well known for sev puri , dhai puri , Cheese grilled sandwich and thik milkshakes",1
right place,Cumballa Hill,sandwich,"Should be renamed WRONG place ! Overrated ... ..The veg cheese grilled sandwich was very bad ... .no chutney , very little filling , no taste..",-1
right place,Cumballa Hill,sandwich,Beautiful grilled sandwiches to eat,1
right place,Cumballa Hill,sandwich,so one has to stand outside this place and enjoy the grill sandwich.I just love KING OF NUT DELIGHT icecream ... hot and Cold Chocolate pour on softy and some nuts ...,1
right place,Cumballa Hill,sandwich,Best place for sandwiches melba and icecreams good location good service with family or friends its right place to go,1
right place,Cumballa Hill,sandwich,this is a fantastic place to have ice cream sandwich etc,1
right place,Cumballa Hill,sandwich,"be it grilled sandwiches , sundae ice creams or water melon slush my favourite everything is right about this place , great hang out place when your wife is busy shopping !",1
right place,Cumballa Hill,place,"though they have very limited options on offer , but nevertheless its a must visit place for softee lovers",1
right place,Cumballa Hill,place,This place has been there for over 30 years and has.to our amusement adapted to the changing times pretty well keeping the menu pretty much intact.The sandwiches are just too good and the ice creams have some really good variety.Over all it.is the right place for everyone ... ..as it has something for everyone .,1
